ID,Title,Abstract,Year,Journal/Conference,Journal/Conf/BC/WP/Other,Embedding_Techniques,Embedding_Techniques(formatted),Category,Relation,Relation (Original or Varient/Enhancement),PDF Stored?,Number_Authors,List of Authors,Author_1,Author_2,Author_3,Author_4,Author_5,Author_6,Author_7,Author_8,Author_9,Author_10,Affiliation_1,Affiliation_2,Affiliation_3,Affiliation_4,Affiliation_5,Affiliation_6,Affiliation_7,Affiliation_8,Affiliation_9,Affiliation_10,Affiliation_11,Affiliation_12,Country_1,Country_2,Country_3 ,Country_4,Country_5,Country_6,Country_7,Country_8,Country_9 ,Country_10,Country_11,Country_12,URL
abdelkader2021method,A Method Based on a New Word Embedding Approach for Process Model Matching,"This paper proposes a method based on a new word embedding approach for matching business process model. The proposed method aligns two process models in four steps. First activity labels are extracted and pre-processed to remove meaningless words, then each word composing an activity label and using a semantic similarity metric based on WordNet is represented with an n-dimensional vector in the space of the vocabulary of the two labels to be compared. Based on these representations, a vector representation of each activity label is computed by averaging the vectors representing words found in the activity label. Finally, the two activity labels are reported as similar if their similarity score computed using the cosine metric is greater than some predefined threshold. An experiment was conducted on well-known dataset to assess the performance of the proposed method. The results showed that the proposed method shared the first place with RMM/NHCM and OPBOT tools and can be effective in matching process models.",2021,International Journal of Artificial Intelligence and Machine Learning (IJAIML),Journal Article,Use WordNet for domain specific task (business),WordNet,Static Word Embeddings,Original Research - based on WordNet,Original Research,Yes,2,"Abdelkader, Mostefai and Mansour, Mekour","Abdelkader, Mostefai","Mansour, Mekour",NA,NA,NA,NA,NA,NA,NA,NA,University of Saida,University of Saida,Higher School of Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,Algeria,Algeria,Algeria,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.igi-global.com/gateway/article/full-text-pdf/266492&riu=true
wada2025static,Static Word Embeddings for Sentence Semantic Representation,"We propose new static word embeddings optimised for sentence semantic representation. We first extract word embeddings from a pre-trained Sentence Transformer, and improve them with sentence-level principal component analysis, followed by either knowledge distillation or contrastive learning. During inference, we represent sentences by simply averaging word embeddings, which requires little computational cost. We evaluate models on both monolingual and cross-lingual tasks and show that our model substantially outperforms existing static models on sentence semantic tasks, and even rivals a basic Sentence Transformer model (SimCSE) on some data sets. Lastly, we perform a variety of analyses and show that our method successfully removes word embedding components that are irrelevant to sentence semantics, and adjusts the vector norms based on the influence of words on sentence semantics.",2025,arXiv preprint arXiv:2506.04624,Working Paper,Creating static word embeddings that are optimized for sentence-level meaning,BERT,Sentence/Document Embedding,Enhancement of SBERT,Varient/Enhancement,Yes,5,"Wada, Takashi and Hirakawa, Yuki and Shimizu, Ryotaro and Kawashima, Takahiro and Saito, Yuki","Wada, Takashi","Hirakawa, Yuki","Shimizu, Ryotaro","Kawashima, Takahiro","Saito, Yuki",NA,NA,NA,NA,NA,ZOZO Research,ZOZO Research,ZOZO Research,ZOZO Research,ZOZO Research,NA,NA,NA,NA,NA,NA,NA,Japan,Japan,Japan,Japan,Japan,NA,NA,NA,NA,NA,NA,NA,https://arxiv.org/pdf/2506.04624
miao2023debcse,DebCSE: Rethinking Unsupervised Contrastive Sentence Embedding Learning in the Debiasing Perspective,"Several prior studies have suggested that word frequency biases can cause the Bert model to learn indistinguishable sentence embeddings. Contrastive learning schemes such as SimCSE and ConSERT have already been adopted successfully in unsupervised sentence embedding to improve the quality of embeddings by reducing this bias. However, these methods still introduce new biases such as sentence length bias and false negative sample bias, that hinders model's ability to learn more fine-grained semantics. In this paper, we reexamine the challenges of contrastive sentence embedding learning from a debiasing perspective and argue that effectively eliminating the influence of various biases is crucial for learning high-quality sentence embeddings. We think all those biases are introduced by simple rules for constructing training data in contrastive learning and the key for contrastive learning sentence embedding is to ""mimic"" the distribution of training data in supervised machine learning in unsupervised way. We propose a novel contrastive framework for sentence embedding, termed DebCSE, which can eliminate the impact of these biases by an inverse propensity weighted sampling method to select high-quality positive and negative pairs according to both the surface and semantic similarity between sentences. Extensive experiments on semantic textual similarity (STS) benchmarks reveal that DebCSE significantly outperforms the latest state-of-the-art models with an average Spearman's correlation coefficient of 80.33% on BERTbase.",2023,Proceedings of the 32nd ACM International Conference on Information and Knowledge Management,Conference,Using Inverse Propensity Scoring for SimCSE,SimCSE,Sentence/Document Embedding,Enhancement of SimCSE,Varient/Enhancement,Yes,3,"Miao, Pu and Du, Zeyao and Zhang, Junlin","Miao, Pu","Du, Zeyao","Zhang, Junlin",NA,NA,NA,NA,NA,NA,NA,Weibo,China Literature Limited,Weibo,NA,NA,NA,NA,NA,NA,NA,NA,NA,China,China,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dl.acm.org/doi/pdf/10.1145/3583780.3614833?casa_token=AFVFZhLxWNAAAAAA:lw75md1m9TTqtRuEfBJ2v8VZ67FvctOjLiLi1JlFHeDZnrgGOVhgDVcbJ5q81DwAxUvZLi3-AMo
wang2025multi,Multi-Sense Embeddings for Language Models and Knowledge Distillation,"Transformer-based large language models (LLMs) rely on contextual embeddings which generate different (continuous) representations for the same token depending on its surrounding context. Nonetheless, words and tokens typically have a limited number of senses (or meanings). We propose multi-sense embeddings as a drop-in replacement for each token in order to capture the range of their uses in a language. To construct a sense embedding dictionary, we apply a clustering algorithm to embeddings generated by an LLM and consider the cluster centers as representative sense embeddings. In addition, we propose a novel knowledge distillation method that leverages the sense dictionary to learn a smaller student model that mimics the senses from the much larger base LLM model, offering significant space and inference time savings, while maintaining competitive performance. Via thorough experiments on various benchmarks, we showcase the effectiveness of our sense embeddings and knowledge distillation approach. We share our code at https://github.com/Qitong-Wang/SenseDict",2025,arXiv preprint arXiv:2504.06036,Working Paper,Introduce multi-sense embeddings,multi-sense embeddings,Static Word Embeddings,Original Research,Original Research,Yes,4,"Wang, Qitong and Zaki, Mohammed J and Kollias, Georgios and Kalantzis, Vasileios","Wang, Qitong","Zaki, Mohammed","Kollias, Georgios","Kalantzis, Vasileios",NA,NA,NA,NA,NA,NA,Rensselaer Polytechnic Institute,Rensselaer Polytechnic Institute,IBM,IBM,NA,NA,NA,NA,NA,NA,NA,NA,USA,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,https://arxiv.org/pdf/2504.06036?
zhu2025domain,Domain Lexical Knowledge-based Word Embedding Learning for Text Classification under Small Data,"Pre-trained language models such as BERT have been proved to be powerful in many natural language processing tasks. But in some text classification applications such as emotion recognition and sentiment analysis, BERT may not lead to satisfactory performance. This often happens in applications where keywords play critical roles in the prediction of class labels. Our investigation found that the root cause of the problem is that the context-based BERT embedding of the keywords may not be discriminative enough to produce discriminative text representation for classification. Motivated by this finding, we develop a method to enhance word embeddings using domain-specific lexical knowledge. The knowledge-based embedding enhancement model projects the BERT embedding into a new space where within-class similarity and between-class difference are maximized. To implement the knowledge-based word embedding enhancement model, we also develop a knowledge acquisition algorithm for automatically collecting lexical knowledge from online open sources. Experiment results on three classification tasks, including sentiment analysis, emotion recognition and question answering, have shown the effectiveness of our proposed word embedding enhancing model. The codes and datasets are in https://github.com/MidiyaZhu/KVWEFFER.",2025,arXiv preprint arXiv:2506.01621,Working Paper,BERT + domain-specific lexical knowledge,BERT,Contextual Word Embeddings,Enhancement of BERT,Varient/Enhancement,Yes,2,"Zhu, Zixiao and Mao, Kezhi","Zhu, Zixiao","Mao, Kezhi",NA,NA,NA,NA,NA,NA,NA,NA,Nanyang Technological University,Nanyang Technological University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Singapore,Singapore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://arxiv.org/pdf/2506.01621
ccaugatan2024unsee,UNSEE: Unsupervised Non-contrastive Sentence Embeddings,"We present UNSEE: Unsupervised Non-Contrastive Sentence Embeddings, a novel approach that outperforms SimCSE in the Massive Text Embedding benchmark. Our exploration begins by addressing the challenge of representation collapse, a phenomenon observed when contrastive objectives in SimCSE are replaced with non-contrastive objectives. To counter this issue, we propose a straightforward solution known as the target network, effectively mitigating representation collapse. The introduction of the target network allows us to leverage non-contrastive objectives, maintaining training stability while achieving performance improvements comparable to contrastive objectives. Our method has achieved peak performance in non-contrastive sentence embeddings through meticulous fine-tuning and optimization. This comprehensive effort has yielded superior sentence representation models, showcasing the effectiveness of our approach.",2024,Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics (Volume 1: Long Papers),Conference,Introduce UNSEE,UNSEE,Sentence/Document Embedding,Original Research,Original Research,Yes,1,"Çağatan, Ömer","Çağatan, Ömer",NA,NA,NA,NA,NA,NA,NA,NA,NA,Koc University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Turkey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://arxiv.org/pdf/2401.15316
szymanski2024enhancing,Enhancing Word Embeddings for Improved Semantic Alignment,"This study introduces a method for the improvement of word vectors, addressing the limitations of traditional approaches like Word2Vec or GloVe through introducing into embeddings richer semantic properties. Our approach leverages supervised learning methods, with shifts in vectors in the representation space enhancing the quality of word embeddings. This ensures better alignment with semantic reference resources, such as WordNet. The effectiveness of the method has been demonstrated through the application of modified embeddings to text classification and clustering. We also show how our method influences document class distributions, visualized through PCA projections. By comparing our results with state-of-the-art approaches and achieving better accuracy, we confirm the effectiveness of the proposed method. The results underscore the potential of adaptive embeddings to improve both the accuracy and efficiency of semantic analysis across a range of NLP.",2024,Applied Sciences,Journal Article,Improve/Enrich word2vec/GloVe,word2vec + GloVe,Static Word Embeddings,Original Research,Original Research,Yes,3,"Szymanski, Julian and Operlejn, Maksymilian and Weichbroth, Pawel","Szymanski, Julian","Operlejn, Maksymilian","Weichbroth, Pawel",NA,NA,NA,NA,NA,NA,NA,Gdansk University of Technology,Gdansk University of Technology,Gdansk University of Technology,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poland ,Poland,Poland,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.mdpi.com/2076-3417/14/24/11519
behnamghader2024llm2vec,LLM2Vec: Large Language Models Are Secretly Powerful Text Encoders,"Large decoder-only language models (LLMs) are the state-of-the-art models on most of today's NLP tasks and benchmarks. Yet, the community is only slowly adopting these models for text embedding tasks, which require rich contextualized representations. In this work, we introduce LLM2Vec, a simple unsupervised approach that can transform any decoder-only LLM into a strong text encoder. LLM2Vec consists of three simple steps: 1) enabling bidirectional attention, 2) masked next token prediction, and 3) unsupervised contrastive learning. We demonstrate the effectiveness of LLM2Vec by applying it to 4 popular LLMs ranging from 1.3B to 8B parameters and evaluate the transformed models on English word- and sequence-level tasks. We outperform encoder-only models by a large margin on word-level tasks and reach a new unsupervised state-of-the-art performance on the Massive Text Embeddings Benchmark (MTEB). Moreover, when combining LLM2Vec with supervised contrastive learning, we achieve state-of-the-art performance on MTEB among models that train only on publicly available data (as of May 24, 2024). Our strong empirical results and extensive analysis demonstrate that LLMs can be effectively transformed into universal text encoders in a parameter-efficient manner without the need for expensive adaptation or synthetic GPT-4 generated data.",2024,arXiv preprint arXiv:2404.05961,Working Paper,Introduce LLM2Vec,LLM2Vec,Contextual Word Embeddings,Original Research,Original Research,Yes,6,"BehnamGhader, Parishad and Adlakha, Vaibhav and Mosbach, Marius and Bahdanau, Dzmitry and Chapados, Nicolas and Reddy, Siva","BehnamGhader, Parishad","Adlakha, Vaibhav","Mosbach, Marius","Bahdanau, Dzmitry","Chapados, Nicolas","Reddy, Siva",NA,NA,NA,NA,McGill University,McGill University,Facebook,ServiceNow ,ServiceNow ,Facebook,NA,NA,NA,NA,NA,NA,Canada,Canada,USA,USA,USA,USA,NA,NA,NA,NA,NA,NA,https://arxiv.org/pdf/2404.05961
springer2024repetition,Repetition Improves Language Model Embeddings,"Recent approaches to improving the extraction of text embeddings from autoregressive large language models (LLMs) have largely focused on improvements to data, backbone pretrained language models, or improving task-differentiation via instructions. In this work, we address an architectural limitation of autoregressive models: token embeddings cannot contain information from tokens that appear later in the input. To address this limitation, we propose a simple approach, ""echo embeddings,"" in which we repeat the input twice in context and extract embeddings from the second occurrence. We show that echo embeddings of early tokens can encode information about later tokens, allowing us to maximally leverage high-quality LLMs for embeddings. On the MTEB leaderboard, echo embeddings improve over classical embeddings by over 9% zero-shot and by around 0.7% when fine-tuned. Echo embeddings with a Mistral-7B model achieve state-of-the-art compared to prior open source models that do not leverage synthetic fine-tuning data.",2024,arXiv preprint arXiv:2402.15449,Working Paper,Introduce Echo Embedding,Echo Embedding,Contextual Word Embeddings,Original Research,Original Research,Yes,5,"Springer, Jacob Mitchell and Kotha, Suhas and Fried, Daniel and Neubig, Graham and Raghunathan, Aditi","Springer, Jacob","Kotha, Suhas","Fried, Daniel","Neubig, Graham","Raghunathan, Aditi",NA,NA,NA,NA,NA,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,NA,NA,NA,NA,NA,NA,NA,USA,USA,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,https://arxiv.org/pdf/2402.15449
muennighoff2024generative,Generative Representational Instruction Tuning,"All text-based language problems can be reduced to either generation or embedding. Current models only perform well at one or the other. We introduce generative representational instruction tuning (GRIT) whereby a large language model is trained to handle both generative and embedding tasks by distinguishing between them through instructions. Compared to other open models, our resulting GRITLM 7B sets a new state of the art on the Massive Text Embedding Benchmark (MTEB) and outperforms all models up to its size on a range of generative tasks. By scaling up further, GRITLM 8X7B outperforms all open generative language models that we tried while still being among the best embedding models. Notably, we find that GRIT matches training on only generative or embedding data, thus we can unify both at no performance loss. Among other benefits, the unification via GRIT speeds up Retrieval-Augmented Generation (RAG) by > 60% for long documents, by no longer requiring separate retrieval and generation models. Models, code, etc. are freely available at https://github.com/ContextualAI/gritlm.",2024,ICLR 2024 Workshop: How Far Are We From AGI,Conference,Introduce GRIT,GRIT,Contextual Word Embeddings,Original Research,Original Research,Yes,8,"Muennighoff, Niklas and Hongjin, SU and Wang, Liang and Yang, Nan and Wei, Furu and Yu, Tao and Singh, Amanpreet and Kiela, Douwe","Muennighoff, Niklas","Hongjin, SU","Wang, Liang","Yang, Nan","Wei, Furu","Yu, Tao","Singh, Amanpreet","Kiela, Douwe",NA,NA,Contextual AI,The University of Hong Kong,Microsoft,Microsoft,Microsoft,The University of Hong Kong,Contextual AI,Contextual AI,NA,NA,NA,NA,USA,China,USA,USA,USA,China,USA,USA,NA,NA,NA,NA,https://openreview.net/pdf?id=8cQrRO9iFe
kusupati2022matryoshka,Matryoshka representation learning,"Learned representations are a central component in modern ML systems, serving a multitude of downstream tasks. When training such representations, it is often the case that computational and statistical constraints for each downstream task are unknown. In this context rigid, fixed capacity representations can be either over or under-accommodating to the task at hand. This leads us to ask: can we design a flexible representation that can adapt to multiple downstream tasks with varying computational resources? Our main contribution is Matryoshka Representation Learning (MRL) which encodes information at different granularities and allows a single embedding to adapt to the computational constraints of downstream tasks. MRL minimally modifies existing representation learning pipelines and imposes no additional cost during inference and deployment. MRL learns coarse-to-fine representations that are at least as accurate and rich as independently trained low-dimensional representations. The flexibility within the learned Matryoshka Representations offer: (a) up to 14× smaller embedding size for ImageNet-1K classification at the same level of accuracy; (b) up to 14× real-world speed-ups for large-scale retrieval on ImageNet-1K and 4K; and (c) up to 2% accuracy improvements for long-tail few-shot classification, all while being as robust as the original representations. Finally, we show that MRL extends seamlessly to web-scale datasets (ImageNet, JFT) across various modalities -- vision (ViT, ResNet), vision + language (ALIGN) and language (BERT). MRL code and pretrained models are open-sourced at https://github.com/RAIVNLab/MRL.",2022,Advances in Neural Information Processing Systems,Conference,Introduce MRL,MRL,Sentence/Document Embedding,Original Research,Original Research,Yes,10,"Kusupati, Aditya and Bhatt, Gantavya and Rege, Aniket and Wallingford, Matthew and Sinha, Aditya and Ramanujan, Vivek and Howard-Snyder, William and Chen, Kaifeng and Kakade, Sham and Jain, Prateek and others","Kusupati, Aditya","Bhatt, Gantavya","Rege, Aniket","Wallingford, Matthew","Sinha, Aditya","Ramanujan, Vivek","Howard-Snyder, William","Chen, Kaifeng","Kakade, Sham","Jain, Prateek",University of Washington,Google ,University of Washington,University of Washington,University of Washington,Google ,University of Washington,University of Washington,Google ,Havard,Google,University of Washington,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,https://proceedings.neurips.cc/paper_files/paper/2022/file/c32319f4868da7613d78af9993100e42-Paper-Conference.pdf
li20242d,2D Matryoshka Sentence Embeddings,"Common approaches rely on fixed-length embedding vectors from language models as sentence embeddings for downstream tasks such as semantic textual similarity (STS). Such methods are limited in their flexibility due to unknown computational constraints and budgets across various applications. Matryoshka Representation Learning (MRL) \cite{aditya2022matryoshka} encodes information at finer granularities, i.e., with lower embedding dimensions, to adaptively accommodate \emph{ad hoc} tasks. Similar accuracy can be achieved with a smaller embedding size, leading to speedups in downstream tasks. Despite its improved efficiency, MRL still requires traversing all Transformer layers before obtaining the embedding, which remains the dominant factor in time and memory consumption. This prompts consideration of whether the fixed number of Transformer layers affects representation quality and whether using intermediate layers for sentence representation is feasible. In this paper, we introduce a novel sentence embedding model called \textit{Two-dimensional Matryoshka Sentence Embedding} (2DMSE)\footnote{Our code is available at \url{this https URL}.}. It supports elastic settings for both embedding sizes and Transformer layers, offering greater flexibility and efficiency than MRL. We conduct extensive experiments on STS tasks and downstream applications. The experimental results demonstrate the effectiveness of our proposed model in dynamically supporting different embedding sizes and Transformer layers, allowing it to be highly adaptable to various scenarios.",2024,arXiv preprint arXiv:2402.14776,Working Paper,MRL + elastic Transformer depth and embedding size simultaneously,MRL,Sentence/Document Embedding,Varient of MRL,Varient/Enhancement,Yes,5,"Li, Xianming and Li, Zongxi and Li, Jing and Xie, Haoran and Li, Qing","Li, Xianming","Li, Zongxi","Li, Jing","Xie, Haoran","Li, Qing",NA,NA,NA,NA,NA,The Hong Kong Polytechnic University,Lingnan University,The Hong Kong Polytechnic University,Lingnan University,The Hong Kong Polytechnic University,NA,NA,NA,NA,NA,NA,NA,China,China,China,China,China,NA,NA,NA,NA,NA,NA,NA,https://arxiv.org/pdf/2402.14776
li2023angle,AoE: Angle-optimized Embeddings for Semantic Textual Similarity,"High-quality text embedding is pivotal in improving semantic textual similarity (STS) tasks, which are crucial components in Large Language Model (LLM) applications. However, a common challenge existing text embedding models face is the problem of vanishing gradients, primarily due to their reliance on the cosine function in the optimization objective, which has saturation zones. To address this issue, this paper proposes a novel angle-optimized text embedding model called AnglE. The core idea of AnglE is to introduce angle optimization in a complex space. This novel approach effectively mitigates the adverse effects of the saturation zone in the cosine function, which can impede gradient and hinder optimization processes. To set up a comprehensive STS evaluation, we experimented on existing short-text STS datasets and a newly collected long-text STS dataset from GitHub Issues. Furthermore, we examine domain-specific STS scenarios with limited labeled data and explore how AnglE works with LLM-annotated data. Extensive experiments were conducted on various tasks including short-text STS, long-text STS, and domain-specific STS tasks. The results show that AnglE outperforms the state-of-the-art (SOTA) STS models that ignore the cosine saturation zone. These findings demonstrate the ability of AnglE to generate high-quality text embeddings and the usefulness of angle optimization in STS.",2023,Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),Conference,Introduce AnglE ,AngIE,Sentence/Document Embedding,Original Research,Original Research,Yes,2,"Li, Xianming and Li, Jing","Li, Xianming","Li, Jing",NA,NA,NA,NA,NA,NA,NA,NA,The Hong Kong Polytechnic University,The Hong Kong Polytechnic University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,China,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://arxiv.org/pdf/2309.12871
solatorio2024gistembed,Gistembed: Guided in-sample selection of training negatives for text embedding fine-tuning,"Embedding models are integral to AI applications like semantic search, personalized recommendations, and retrieval augmented generation for LLMs, necessitating high-quality training data. However, the limited scalability of manual data curation prompts the need for automated methods to ensure data integrity. Traditional unsupervised triplet mining automates training data generation, crucial for embedding model training, yet inadvertently injects biases and noise, thereby degrading model performance. Addressing this, we introduce GISTEmbed, a novel strategy that enhances in-batch negative selection during contrastive training through a guide model. This approach departs from reliance on random sampling and equal utility assumption of batch negatives, significantly reducing noise from data quality issues and improving model fine-tuning. Benchmarked against the Massive Text Embedding Benchmark (MTEB), GISTEmbed showcases consistent performance improvements across various model sizes and achieves state-of-the-art results in select categories. This framework enables significant enhancements for smaller models by leveraging the capabilities of powerful yet resource-intensive large models. GISTEmbed can potentially revolutionize the creation of highly efficient, smaller models, democratizing access to advanced AI technologies. Making these technologies more accessible and cost-effective, especially for applications constrained by resources, significantly expands the impact and accessibility of state-of-the-art AI solutions across diverse sectors.",2024,arXiv preprint arXiv:2402.16829,Working Paper,Introduce GISTEmbed ,GISTEmbed,Sentence/Document Embedding,Original Research,Original Research,Yes,1,"Solatorio, Aivin V","Solatorio, Aivin",NA,NA,NA,NA,NA,NA,NA,NA,NA,The World Bank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://arxiv.org/pdf/2402.16829
lund1996producing,Producing High-Dimensional Semantic Spaces from Lexical Co-Occurrence,"A procedure that processes a corpus of text and produces numeric vectors containing information about its meanings for each word is presented. This procedure is applied to a large corpus of natural language text taken from Usenet, and the resulting vectors are examined to determine what information is contained within them. These vectors provide the coordinates in a high-dimensional space in which word relationships can be analyzed. Analyses of both vector similarity and multidimensional scaling demonstrate that there is significant semantic information carried in the vectors. A comparison of vector similarity with human reaction times in a single-word priming experiment is presented. These vectors provide the basis for a representational model of semantic memory, hyperspace analogue to language (HAL).",1996,"Behavior research methods, instruments, & computers",Journal Article,Original Co-occurrance method,Co-occurance,Statistical Representations,Original Research,Original Research,Yes,2,"Lund, Kevin and Burgess, Curt","Lund, Kevin","Burgess, Curt",NA,NA,NA,NA,NA,NA,NA,NA,UC Riverside,UC Riverside,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://link.springer.com/content/pdf/10.3758/bf03204766.pdf
xue2024word,Word Embedding Dimension Reduction via Weakly-Supervised Feature Selection},"As a fundamental task in natural language processing, word embedding converts each word into a representation in a vector space. A challenge with word embedding is that as the vocabulary grows, the vector space’s dimension increases, which can lead to a vast model size. Storing and processing word vectors are resource-demanding, especially for mobile edge-devices applications. This paper explores word embedding dimension reduction. To balance computational costs and performance, we propose an efficient and effective weaklysupervised feature selection method named WordFS. It has two variants, each utilizing novel criteria for feature selection. Experiments on various tasks (eg, word and sentence similarity and binary and multi-class classification) indicate that the proposed WordFS model outperforms other dimension reduction methods at lower computational costs.",2024,APSIPA Transactions on Signal and Information Processing,Journal Article,Introduce WordFS,WordFS,Static Word Embeddings,Original Research,Original Research,Yes,4,"Xue, Jintang and Wang, Yun-Cheng and Wei, Chengwei and Kuo, C-C Jay and others","Xue, Jintang","Wang, Yun-Cheng","Wei, Chengwei","Kuo, C-C",NA,NA,NA,NA,NA,NA,UCLA,UCLA,UCLA,UCLA,NA,NA,NA,NA,NA,NA,NA,NA,USA,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,https://arxiv.org/pdf/2407.12342
bursztein2023retvec,RETVec: Resilient and Efficient Text Vectorizer,"This paper describes RETVec, an efficient, resilient, and multilingual text vectorizer designed for neural-based text processing. RETVec combines a novel character encoding with an optional small embedding model to embed words into a 256-dimensional vector space. The RETVec embedding model is pre-trained using pair-wise metric learning to be robust against typos and character-level adversarial attacks. In this paper, we evaluate and compare RETVec to state-of-the-art vectorizers and word embeddings on popular model architectures and datasets. These comparisons demonstrate that RETVec leads to competitive, multilingual models that are significantly more resilient to typos and adversarial text attacks. RETVec is available under the Apache 2 license at https://github. com/google-research/retvec.",2023,Advances in Neural Information Processing Systems,Conference,Introduce RETVec,RETVec,Contextual Word Embeddings,Original Research,Original Research,Yes,5,"Bursztein, Elie and Zhang, Marina and Vallis, Owen and Jia, Xinyu and Kurakin, Alexey","Bursztein, Elie","Zhang, Marina","Vallis, Owen","Jia, Xinyu","Kurakin, Alexey",NA,NA,NA,NA,NA,Google ,Google ,Google ,Google ,Google ,NA,NA,NA,NA,NA,NA,NA,USA,USA,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,https://proceedings.neurips.cc/paper_files/paper/2023/file/bf64451da212313c5ef1a00f49232c47-Paper-Conference.pdf
ionescu2019vector,Vector of Locally-Aggregated Word Embeddings (VLAWE): A Novel Document-level Representation,"In this paper, we propose a novel representation for text documents based on aggregating word embedding vectors into document embeddings. Our approach is inspired by the Vector of Locally-Aggregated Descriptors used for image representation, and it works as follows. First, the word embeddings gathered from a collection of documents are clustered by k-means in order to learn a codebook of semnatically-related word embeddings. Each word embedding is then associated to its nearest cluster centroid (codeword). The Vector of Locally-Aggregated Word Embeddings (VLAWE) representation of a document is then computed by accumulating the differences between each codeword vector and each word vector (from the document) associated to the respective codeword. We plug the VLAWE representation, which is learned in an unsupervised manner, into a classifier and show that it is useful for a diverse set of text classification tasks. We compare our approach with a broad range of recent state-of-the-art methods, demonstrating the effectiveness of our approach. Furthermore, we obtain a considerable improvement on the Movie Review data set, reporting an accuracy of 93.3%, which represents an absolute gain of 10% over the state-of-the-art approach. Our code is available at this https URL.",2019,"Proceedings of the 2019 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies, Volume 1 (Long and Short Papers)",Conference,Introduce VLAWE,VLAWE,Sentence/Document Embedding,Original Research,Original Research,Yes,2,"Ionescu, Radu Tudor and Butnaru, Andrei M","Ionescu, Radu","Butnaru, Andrei",NA,NA,NA,NA,NA,NA,NA,NA,University of Bucharest,University of Bucharest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Romania,Romania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://arxiv.org/pdf/1902.08850
tito2017hash,Hash Embeddings for Efficient Word Representations,"We present hash embeddings, an efficient method for representing words in a continuous vector form. A hash embedding may be seen as an interpolation between a standard word embedding and a word embedding created using a random hash function (the hashing trick). In hash embeddings each token is represented by k d-dimensional embeddings vectors and one k dimensional weight vector. The final d dimensional representation of the token is the product of the two. Rather than fitting the embedding vectors for each token these are selected by the hashing trick from a shared pool of B embedding vectors. Our experiments show that hash embeddings can easily deal with huge vocabularies consisting of millions of tokens. When using a hash embedding there is no need to create a dictionary before training nor to perform any kind of vocabulary pruning after training. We show that models trained using hash embeddings exhibit at least the same level of performance as models trained using regular embeddings across a wide range of tasks. Furthermore, the number of parameters needed by such an embedding is only a fraction of what is required by a regular embedding. Since standard embeddings and embeddings constructed using the hashing trick are actually just special cases of a hash embedding, hash embeddings can be considered an extension and improvement over the existing regular embedding types.",2017,Advances in neural information processing systems,Conference,Introduce HashEmbedding,HashEmbedding,Static Word Embeddings,Original Research,Original Research,Yes,3,"Tito Svenstrup, Dan and Hansen, Jonas and Winther, Ole","Svenstrup, Dan","Hansen, Jonas","Winther, Ole",NA,NA,NA,NA,NA,NA,NA,Technical University of Denmark,FindZebra,Technical University of Denmark,NA,NA,NA,NA,NA,NA,NA,NA,NA,Denmark,Denmark,Denmark,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dl.acm.org/doi/pdf/10.5555/3295222.3295246
